Drug,Enzyme,Action,Database,DrugID
methoxyflurane,CYP3A4,substrate,SuperCYP,76380
methoxyphenamine,CYP2D6,substrate,SuperCYP,93301
methsuximide,CYP2C19,"substrate,inhibitor",DrugBank,DB05246
methylcholanthrene1,CYP1A2,inducer,Indiana University,
methyldopa (levorotatory),CYP1A2,substrate,SuperCYP,555306
methyldopa (levorotatory),CYP2D6,substrate,SuperCYP,555306
methyldopa (racemic),CYP1A2,substrate,SuperCYP,555306
methyldopa (racemic),CYP2D6,substrate,SuperCYP,555306
methylergometrine,CYP3A4,inhibitor,DrugBank,DB00353
methylergometrine,CYP3A4,substrate,SuperCYP,113428
methylnaltrexone,CYP2D6,inhibitor,DrugBank,DB06800
methylphenidate,CYP2D6,"substrate,inhibitor",DrugBank,DB00422
methylphenobarbital,CYP2B6,substrate,DrugBank,DB00849
methylphenobarbital,CYP2C19,"substrate,inhibitor",DrugBank,DB00849
methylphenobarbital,CYP2B6,substrate,SuperCYP,115388
methylphenobarbital,CYP2C19,inhibitor,SuperCYP,115388
methylphenobarbital,CYP2C19,substrate,SuperCYP,115388
methylprednisolone,CYP3A4,"substrate,inhibitor",DrugBank,DB00959
methylprednisolone,CYP3A4,substrate,ildcare,
methylprednisolone,CYP3A4,inhibitor,ildcare,
methylprednisolone,CYP3A4,substrate,SuperCYP,83432
methylprednisolone,CYP3A4,inhibitor,SuperCYP,83432
methylprednisolone,CYP3A4,inducer,SuperCYP,83432
methyltestosterone,CYP3A4,substrate,DrugBank,DB06710
methyltestosterone,SLC22A8,inducer,transporter,
methyltestosterone,CYP2B6,substrate,SuperCYP,58184
methyltestosterone,CYP3A4,substrate,SuperCYP,58184
methyltestosterone,CYP19A,inducer,SuperCYP,58184
methyprylon,CYP2D6,substrate,DrugBank,DB01107
methyprylon,CYP2D6,substrate,SuperCYP,125644
metoclopramide,CYP11B1,inhibitor,DrugBank,DB01233
metoclopramide,CYP2D6,"substrate,inhibitor",DrugBank,DB01233
metoclopramide,CYP2D6,substrate,Indiana University,
metoclopramide,CYP2D6,inhibitor,Indiana University,
metoclopramide,CYP11B1,inhibitor,SuperCYP,364625
metoclopramide,CYP2D6,inhibitor,SuperCYP,364625
metoclopramide,CYP2D6,substrate,SuperCYP,364625
metoclopramide,CYP11B2,inducer,SuperCYP,364625
metoclopramide,CYP17A,inhibitor,SuperCYP,364625
metoclopramide,CYP2D6,inhibitor,KEGG,D00726
metoclopramide,CYP2D6,substrate,KEGG,D00726
metoprolol,CYP2C19,substrate,DrugBank,DB00264
metoprolol,CYP2D6,"substrate,inhibitor",DrugBank,DB00264
metoprolol,CYP2D6,substrate,ildcare,
metoprolol,SLC22A2,inhibitor,transporter,
metoprolol,CYP2C19,substrate,SuperCYP,37350586
metoprolol,CYP2D6,inhibitor,SuperCYP,37350586
metoprolol,CYP2D6,substrate,SuperCYP,37350586
metoprolol,CYP2D6,substrate,KEGG,D02358
metronidazole,CYP2C8,inhibitor,DrugBank,DB00916
metronidazole,CYP2C9,"substrate,inhibitor",DrugBank,DB00916
metronidazole,CYP2C9,inhibitor,Indiana University,
metronidazole,CYP2C9,Inhibitor,ildcare,
metronidazole,CYP3A4,"substrate,inhibitor",DrugBank,DB00916
metronidazole,CYP3A4,inhibitor,ildcare,
metronidazole,CYP2C9,inhibitor,SuperCYP,443481
metronidazole,CYP2C9,substrate,SuperCYP,443481
metronidazole,CYP3A4,substrate,SuperCYP,443481
metronidazole,CYP3A4,inhibitor,SuperCYP,443481
metronidazole,CYP2C9,inhibitor,KEGG,D00409
metronidazole,CYP2C8,inhibitor,SuperCYP,443481
metyrapone,CYP11B1,inhibitor,DrugBank,DB01011
metyrapone,CYP2A6,inhibitor,DrugBank,DB01011
metyrapone,CYP2E1,inhibitor,DrugBank,DB01011
metyrapone,CYP3A4,"inhibitor, inducer",DrugBank,DB01011
metyrapone,CYP11B1,inhibitor,SuperCYP,54364
metyrapone,CYP2A6,inhibitor,SuperCYP,54364
metyrapone,CYP2E1,inhibitor,SuperCYP,54364
metyrapone,CYP3A4,inhibitor,SuperCYP,54364
metyrapone,CYP3A4,inducer,SuperCYP,54364
metyrapone,CYP7A1,inhibitor,SuperCYP,54364
mexiletine,CYP1A2,"substrate,inhibitor",DrugBank,DB00379
mexiletine,CYP1A2,substrate,Indiana University,
mexiletine,CYP1A2,substrate,ildcare,
mexiletine,CYP1A2,Inhibitor,ildcare,
mexiletine,CYP2B6,substrate,DrugBank,DB00379
mexiletine,CYP2D6,substrate,DrugBank,DB00379
mexiletine,CYP2D6,substrate,Indiana University,
mexiletine,CYP2D6,substrate,ildcare,
mexiletine,CYP2E1,substrate,DrugBank,DB00379
mexiletine,CYP3A4,substrate,DrugBank,DB00379
mexiletine,CYP1A2,inhibitor,SuperCYP,31828714
mexiletine,CYP1A2,substrate,SuperCYP,31828714
mexiletine,CYP2B6,substrate,SuperCYP,31828714
mexiletine,CYP2D6,substrate,SuperCYP,31828714
mexiletine,CYP2E1,substrate,SuperCYP,31828714
mexiletine,CYP3A4,substrate,SuperCYP,31828714
mexiletine,CYP1A2,inhibitor,KEGG,D08215
mexiletine,CYP1A2,substrate,KEGG,D08215
mexiletine,CYP2D6,substrate,KEGG,D08215
mianserin,CYP1A2,substrate,DrugBank,DB06148
mianserin,CYP2D6,"substrate,inhibitor",DrugBank,DB06148
mianserin,CYP3A4,substrate,DrugBank,DB06148
mianserin,CYP1A2,substrate,SuperCYP,24219974
mianserin,CYP2B6,substrate,SuperCYP,24219974
mianserin,CYP2D6,substrate,SuperCYP,24219974
mianserin,CYP2D6,inhibitor,SuperCYP,24219974
mianserin,CYP3A4,substrate,SuperCYP,24219974
mianserin,CYP1A2,substrate,KEGG,D08216
mianserin,CYP2D6,substrate,KEGG,D08216
mibefradil,CYP1A1,inhibitor,DrugBank,DB01388
mibefradil,CYP1A2,inhibitor,DrugBank,DB01388
mibefradil,CYP1A2,inhibitor,Indiana University,
mibefradil,CYP11B1,inhibitor,DrugBank,DB01388
mibefradil,CYP2D6,inhibitor,DrugBank,DB01388
mibefradil,CYP2D6,inhibitor,Indiana University,
mibefradil,CYP3A7,inhibitor,DrugBank,DB01388
mibefradil,CYP3A5,inhibitor,DrugBank,DB01388
mibefradil,CYP3A4,"substrate,inhibitor",DrugBank,DB01388
mibefradil,CYP3A4,inhibitor,Indiana University,
mibefradil,CYP3A5,inhibitor,Indiana University,
mibefradil,CYP3A7,inhibitor,Indiana University,
mibefradil,CYP1A1,inhibitor,SuperCYP,116644532
mibefradil,CYP1A2,inhibitor,SuperCYP,116644532
mibefradil,CYP11B1,inhibitor,SuperCYP,116644532
mibefradil,CYP2D6,inhibitor,SuperCYP,116644532
mibefradil,CYP3A4,substrate,SuperCYP,116644532
mibefradil,CYP3A4,inhibitor,SuperCYP,116644532
mibefradil,CYP3A5,inhibitor,SuperCYP,116644532
mibefradil,CYP3A7,inhibitor,SuperCYP,116644532
mibefradil,CYP11B2,inhibitor,SuperCYP,116644532
mibefradil,CYP1A2,inhibitor,KEGG,D08217
mibefradil,CYP2D6,inhibitor,KEGG,D08217
mibefradil,CYP3A,inhibitor,KEGG,D08217
miconazole,CYP1A2,inhibitor,DrugBank,DB01110
miconazole,CYP11B1,inhibitor,DrugBank,DB01110
miconazole,CYP2A6,inhibitor,DrugBank,DB01110
miconazole,CYP2B6,inhibitor,DrugBank,DB01110
miconazole,CYP2C9,inhibitor,DrugBank,DB01110
miconazole,CYP2C19,inhibitor,DrugBank,DB01110
miconazole,CYP2D6,inhibitor,DrugBank,DB01110
miconazole,CYP2E1,inhibitor,DrugBank,DB01110
miconazole,CYP3A4,"substrate,inhibitor",DrugBank,DB01110
miconazole,CYP3A4,substrate,ildcare,
miconazole,CYP3A4,inhibitor,ildcare,
miconazole,CYP1A2,inhibitor,SuperCYP,22916478
miconazole,CYP11B1,inhibitor,SuperCYP,22916478
miconazole,CYP2A6,inhibitor,SuperCYP,22916478
miconazole,CYP2B6,inhibitor,SuperCYP,22916478
miconazole,CYP2C9,inhibitor,SuperCYP,22916478
miconazole,CYP2C19,inhibitor,SuperCYP,22916478
miconazole,CYP2D6,inhibitor,SuperCYP,22916478
miconazole,CYP2E1,inhibitor,SuperCYP,22916478
miconazole,CYP3A4,substrate,SuperCYP,22916478
miconazole,CYP3A4,inhibitor,SuperCYP,22916478
miconazole,CYP19A,inhibitor,SuperCYP,22916478
miconazole,CYP2C9,inhibitor,KEGG,D00416
miconazole,CYP2C9,substrate,KEGG,D00416
miconazole,CYP3A4,inhibitor,KEGG,D00416
miconazole,CYP3A,inhibitor,KEGG,D00416
midazolam,CYP2B6,substrate,DrugBank,DB00683
midazolam,CYP2E1,inhibitor,DrugBank,DB00683
midazolam,CYP3A7,"substrate,inhibitor",DrugBank,DB00683
midazolam,CYP3A5,substrate,DrugBank,DB00683
midazolam,CYP3A4,"substrate,inhibitor",DrugBank,DB00683
midazolam,CYP3A4,substrate,ildcare,
midazolam,CYP3A7,substrate,Indiana University,
midazolam,CYP3A4,substrate,Indiana University,
midazolam,CYP3A5,substrate,Indiana University,
midazolam,CYP2B6,substrate,SuperCYP,59467708
midazolam,CYP3A4,substrate,SuperCYP,59467708
midazolam,CYP3A4,inhibitor,SuperCYP,59467708
midazolam,CYP3A5,substrate,SuperCYP,59467708
midazolam,CYP3A7,inhibitor,SuperCYP,59467708
midazolam,CYP3A7,substrate,SuperCYP,59467708
midazolam,CYP4B1,substrate,SuperCYP,59467708
midazolam,CYP3A5,substrate,KEGG,D00550
midazolam,CYP3A7,substrate,KEGG,D00550
midazolam,CYP3A,substrate,KEGG,D00550
midazolam,CYP4B1,substrate,KEGG,D00550
midecamycin,CYP3A4,inhibitor,SuperCYP,35457808
midecamycin,CYP3A4,inhibitor,KEGG,D01339
midodrine,CYP2D6,inhibitor,DrugBank,DB00211
midodrine,CYP2D6,inhibitor,Indiana University,
midodrine,CYP2D6,inhibitor,SuperCYP,42794763
midodrine,CYP2D6,inhibitor,KEGG,D08220
mifepristone,CYP2D6,inhibitor,DrugBank,DB00834
mifepristone,CYP3A7,inhibitor,DrugBank,DB00834
mifepristone,CYP3A5,"substrate,inhibitor",DrugBank,DB00834
mifepristone,CYP3A4,"substrate,inhibitor, inducer",DrugBank,DB00834
mifepristone,CYP3A4,inhibitor,Indiana University,
mifepristone,CYP3A5,inhibitor,Indiana University,
mifepristone,CYP3A7,inhibitor,Indiana University,
mifepristone,CYP3A4,substrate,ildcare,
mifepristone,CYP3A4,inhibitor,ildcare,
mifepristone,CYP2D6,inhibitor,SuperCYP,84371653
mifepristone,CYP3A4,substrate,SuperCYP,84371653
mifepristone,CYP3A4,inducer,SuperCYP,84371653
mifepristone,CYP3A4,inhibitor,SuperCYP,84371653
mifepristone,CYP3A5,substrate,SuperCYP,84371653
mifepristone,CYP3A5,inhibitor,SuperCYP,84371653
mifepristone,CYP3A7,inhibitor,SuperCYP,84371653
mifepristone,CYP3A4,inhibitor,KEGG,D00585
mifepristone,CYP3A5,inhibitor,KEGG,D00585
mifepristone,CYP3A7,inhibitor,KEGG,D00585
minaprine,CYP2D6,substrate,DrugBank,DB00805
minaprine,CYP2D6,substrate,Indiana University,
minaprine,CYP2D6,substrate,SuperCYP,25905775
minaprine,CYP2D6,substrate,KEGG,D05039
minocycline,SLC22A6,inhibitor,transporter,
minocycline,SLC22A8,inhibitor,transporter,
minoxidil,CYP8A1,inhibitor,SuperCYP,38304915
miocamycin,CYP3A4,substrate,SuperCYP,55881077
miocamycin,CYP3A4,inhibitor,SuperCYP,55881077
mirabegron,CYP2D6,"substrate,inhibitor",DrugBank,DB08893
mirabegron,CYP3A4,substrate,DrugBank,DB08893
mirabegron,CYP2D6,inhibitor,KEGG,D09535
mirtazapine,CYP2C8,substrate,DrugBank,DB00370
mirtazapine,CYP1A2,substrate,DrugBank,DB00370
mirtazapine,CYP1A2,substrate,ildcare,
mirtazapine,CYP2C9,substrate,DrugBank,DB00370
mirtazapine,CYP2D6,"substrate,inhibitor, inducer",DrugBank,DB00370
mirtazapine,CYP2D6,substrate,ildcare,
mirtazapine,CYP3A4,"substrate,inhibitor",DrugBank,DB00370
mirtazapine,CYP3A4,substrate,ildcare,
mirtazapine,CYP1A2,substrate,SuperCYP,61337675
mirtazapine,CYP2C9,substrate,SuperCYP,61337675
mirtazapine,CYP2D6,substrate,SuperCYP,61337675
mirtazapine,CYP2D6,inducer,SuperCYP,61337675
mirtazapine,CYP2D6,inhibitor,SuperCYP,61337675
mirtazapine,CYP3A4,substrate,SuperCYP,61337675
mirtazapine,CYP3A4,inhibitor,SuperCYP,61337675
mirtazapine,CYP1A2,substrate,KEGG,D00563
mirtazapine,CYP2D6,substrate,KEGG,D00563
mirtazapine,CYP2C8,substrate,SuperCYP,61337675
mitobronitol,CYP1A1,inducer,SuperCYP,488415
mitobronitol,CYP1A2,inducer,SuperCYP,488415
mitobronitol,CYP1B1,inducer,SuperCYP,488415
mitomycin,CYP1A2,inducer,SuperCYP,50077
mitotane,CYP11B1,inducer,DrugBank,DB00648
mitoxantrone,CYP2E1,substrate,DrugBank,DB01204
mitoxantrone,CYP3A4,inhibitor,DrugBank,DB01204
mitoxantrone,ABCG2,"substrate,inhibitor",transporter,
mitoxantrone,CYP1B1,inhibitor,SuperCYP,65271809
mitoxantrone,CYP2E1,substrate,SuperCYP,65271809
mitoxantrone,CYP3A4,inhibitor,SuperCYP,65271809
mizolastine,CYP2C9,inhibitor,SuperCYP,108612459
mizolastine,CYP2D6,inhibitor,SuperCYP,108612459
mizolastine,CYP2E1,inhibitor,SuperCYP,108612459
mizolastine,CYP3A4,inhibitor,SuperCYP,108612459
moclobemide,CYP1A2,inhibitor,DrugBank,DB01171
moclobemide,CYP2C9,"substrate,inhibitor",DrugBank,DB01171
moclobemide,CYP2C19,"substrate,inhibitor",DrugBank,DB01171
moclobemide,CYP2C19,substrate,Indiana University,
moclobemide,CYP2C19,substrate,ildcare,
moclobemide,CYP2D6,"substrate,inhibitor, inducer",DrugBank,DB01171
moclobemide,CYP2D6,inhibitor,Indiana University,
moclobemide,CYP2D6,Inhibitor,ildcare,
moclobemide,CYP1A2,inhibitor,SuperCYP,71320779
moclobemide,CYP2C9,inhibitor,SuperCYP,71320779
moclobemide,CYP2C9,substrate,SuperCYP,71320779
moclobemide,CYP2C19,inhibitor,SuperCYP,71320779
moclobemide,CYP2C19,substrate,SuperCYP,71320779
moclobemide,CYP2D6,inhibitor,SuperCYP,71320779
moclobemide,CYP2D6,substrate,SuperCYP,71320779
moclobemide,CYP2D6,inducer,SuperCYP,71320779
moclobemide,CYP2C19,inhibitor,KEGG,D02561
moclobemide,CYP2C19,substrate,KEGG,D02561
moclobemide,CYP2D6,inhibitor,KEGG,D02561
modafinil,CYP1A2,"inhibitor,inducer",DrugBank,DB00745
modafinil,CYP1A2,inducer,Indiana University,
modafinil,CYP2B6,"inhibitor, inducer",DrugBank,DB00745
modafinil,CYP2C9,"inhibitor, inducer",DrugBank,DB00745
modafinil,CYP2C9,Inhibitor,ildcare,
modafinil,CYP2C19,"inhibitor, inducer",DrugBank,DB00745
modafinil,CYP2C19,inhibitor,Indiana University,
modafinil,CYP2C19,Inhibitor,ildcare,
modafinil,CYP3A5,"inhibitor, inducer",DrugBank,DB00745
modafinil,CYP3A4,"substrate,inhibitor, inducer",DrugBank,DB00745
modafinil,CYP3A4,inducer,Indiana University,
modafinil,CYP3A5,inducer,Indiana University,
modafinil,CYP3A7,inducer,Indiana University,
modafinil,CYP3A4,substrate,ildcare,
modafinil,CYP3A4,Inducer,ildcare,
modafinil,CYP1A2,inducer,SuperCYP,68693118
modafinil,CYP1A2,inhibitor,SuperCYP,68693118
modafinil,CYP2B6,inducer,SuperCYP,68693118
modafinil,CYP2B6,inhibitor,SuperCYP,68693118
modafinil,CYP2C9,inhibitor,SuperCYP,68693118
modafinil,CYP2C9,inducer,SuperCYP,68693118
modafinil,CYP2C19,inhibitor,SuperCYP,68693118
modafinil,CYP2C19,inducer,SuperCYP,68693118
modafinil,CYP3A4,substrate,SuperCYP,68693118
modafinil,CYP3A4,inducer,SuperCYP,68693118
modafinil,CYP3A4,inhibitor,SuperCYP,68693118
modafinil,CYP3A5,inducer,SuperCYP,68693118
modafinil,CYP3A5,inhibitor,SuperCYP,68693118
modafinil,CYP1A2, inducer,KEGG,D01832
modafinil,CYP1A2,substrate,KEGG,D01832
modafinil,CYP2B6,substrate,KEGG,D01832
modafinil,CYP2C9,substrate,KEGG,D01832
modafinil,CYP2C19,inhibitor,KEGG,D01832
modafinil,CYP2C19,substrate,KEGG,D01832
modafinil,CYP3A, inducer,KEGG,D01832
mofezolac,CYP2C9,substrate,KEGG,D01718
mometasone,CYP2C8,inhibitor,DrugBank,DB00764
mometasone,CYP3A4,substrate,ildcare,
mometasone,CYP2C8,inhibitor,SuperCYP,105102225
monoethanolamine oleate,CYP2E1,substrate,SuperCYP,2272119
montelukast,CYP2C8,inhibitor,DrugBank,DB00471
montelukast,CYP2C8,inhibitor,Indiana University,
montelukast,CYP2C8,inhibitor,KEGG,D08229
montelukast,CYP2C8,substrate,KEGG,D08229
montelukast,CYP2A6,substrate,DrugBank,DB00471
montelukast,CYP2C9,substrate,DrugBank,DB00471
montelukast,CYP2C9,substrate,ildcare,
montelukast,CYP3A4,substrate,DrugBank,DB00471
montelukast,CYP3A4,substrate,ildcare,
montelukast,CYP1A2, inducer,KEGG,D08229
montelukast,CYP2C9,substrate,KEGG,D08229
montelukast,CYP2C8,inhibitor,SuperCYP,158966928
moracizine,CYP1A1,inhibitor,SuperCYP,31883053
moracizine,CYP1A2,inhibitor,SuperCYP,31883053
moricizine,CYP1A2, inducer,KEGG,D05077
morphine,CYP2C8,substrate,DrugBank,DB00295
morphine,CYP2D6,substrate,DrugBank,DB00295
morphine,CYP2D6,substrate,ildcare,
morphine,CYP3A4,substrate,DrugBank,DB00295
morphine,CYP2D6,substrate,SuperCYP,57272
morphine,CYP3A4,substrate,SuperCYP,57272
morphine,CYP2C8,substrate,SuperCYP,57272
mozavaptane,CYP2C8,substrate,KEGG,D01855
mycophenolate mofetil,CYP2C8,substrate,DrugBank,DB00688
mycophenolate mofetil,CYP3A5,substrate,DrugBank,DB00688
mycophenolate mofetil,CYP3A4,substrate,DrugBank,DB00688
mycophenolate mofetil,SLCO1B1,substrate,transporter,
mycophenolate mofetil,ABCG2,substrate,transporter,
mycophenolate mofetil,SLC01B1,substrate,transporter,
mycophenolate mofetil,SLC01B3,substrate,transporter,
"n,n-dimethylformamide",CYP2E1,substrate,Indiana University,
nabumetone,CYP1A2,substrate,DrugBank,DB00461
nabumetone,CYP1A2,substrate,Indiana University,
nabumetone,CYP1A2,substrate,SuperCYP,42924538
nabumetone,CYP2A6,substrate,KEGG,D00425
nabumetone,CYP2J2,substrate,KEGG,D00425
nafcillin,CYP1A2,inducer,DrugBank,DB00607
nafcillin,CYP1A2,inducer,Indiana University,
nafcillin,CYP3A4,inducer,DrugBank,DB00607
nafcillin,CYP3A4,Inducer,ildcare,
nafcillin,SLC22A6,inhibitor,transporter,
nafcillin,CYP1A2, inducer,KEGG,D08242
nafcillin,CYP3A, inducer,KEGG,D08242
nalidixic acid,CYP1A2,Inhibitor,ildcare,
nalidixic acid,SLC22A6,inhibitor,transporter,
naloxegol,CYP2C19,inhibitor,DrugBank,DB09049
naloxegol,CYP2D6,inhibitor,DrugBank,DB09049
naloxegol,CYP3A4,substrate,DrugBank,DB09049
naloxone,CYP2C8,substrate,DrugBank,DB01183
naloxone,CYP3A4,substrate,DrugBank,DB01183
naloxone,CYP3A4,substrate,SuperCYP,465656
naloxone,CYP2C8,substrate,SuperCYP,465656
nandrolone,CYP19A,substrate,SuperCYP,434220
napqi,CYP1A2,substrate,Indiana University,
naproxen,CYP2C8,substrate,DrugBank,DB00788
naproxen,CYP1A2,substrate,DrugBank,DB00788
naproxen,CYP1A2,substrate,Indiana University,
naproxen,CYP1A2,substrate,ildcare,
naproxen,CYP2C9,substrate,DrugBank,DB00788
naproxen,CYP2C9,substrate,ildcare,
naproxen,SLC22A6,inhibitor,transporter,
naproxen,CYP1A2,substrate,SuperCYP,22204531
naproxen,CYP2C9,substrate,SuperCYP,22204531
naproxen,CYP1A2,substrate,KEGG,D00118
naproxen,CYP2C9,substrate,KEGG,D00118
naproxen,CYP2C8,substrate,SuperCYP,22204531
naratriptan,CYP1A2,substrate,KEGG,D08255
naratriptan,CYP2C9,substrate,KEGG,D08255
naratriptan,CYP2D6,substrate,KEGG,D08255
naratriptan,CYP3A5,substrate,KEGG,D08255
naringenin,ABCG2,inhibitor,transporter,
nateglinide,CYP2C9,substrate,DrugBank,DB00731
nateglinide,CYP2C9,substrate,Indiana University,
nateglinide,CYP2C9,substrate,ildcare,
nateglinide,CYP2D6,substrate,DrugBank,DB00731
nateglinide,CYP3A7,substrate,DrugBank,DB00731
nateglinide,CYP3A5,substrate,DrugBank,DB00731
nateglinide,CYP3A4,substrate,DrugBank,DB00731
nateglinide,CYP3A4,substrate,Indiana University,
nateglinide,CYP3A5,substrate,Indiana University,
nateglinide,CYP3A7,substrate,Indiana University,
nateglinide,CYP3A4,substrate,ildcare,
nateglinide,SLC22A6,inhibitor,transporter,
nateglinide,CYP2C9,substrate,SuperCYP,105816044
nateglinide,CYP2D6,substrate,SuperCYP,105816044
nateglinide,CYP3A4,substrate,SuperCYP,105816044
nateglinide,CYP3A5,substrate,SuperCYP,105816044
nateglinide,CYP3A7,substrate,SuperCYP,105816044
nateglinide,CYP2C9,substrate,KEGG,D01111
nateglinide,CYP2D6,substrate,KEGG,D01111
nateglinide,CYP3A5,substrate,KEGG,D01111
nateglinide,CYP3A7,substrate,KEGG,D01111
natriumchlorid,CYP2E1,inducer,SuperCYP,7647145
nebivolol,CYP2D6,substrate,DrugBank,DB04861
nebivolol,CYP2D6,substrate,Indiana University,
nebivolol,CYP2D6,substrate,SuperCYP,99200096
nebivolol,CYP2D6,substrate,KEGG,D05127
nefazodone,CYP2D6,"substrate,inhibitor",DrugBank,DB01149
nefazodone,CYP3A7,inhibitor,DrugBank,DB01149
nefazodone,CYP3A5,inhibitor,DrugBank,DB01149
nefazodone,CYP3A4,"substrate,inhibitor",DrugBank,DB01149
nefazodone,CYP3A4,inhibitor,Indiana University,
nefazodone,CYP3A5,inhibitor,Indiana University,
nefazodone,CYP3A7,inhibitor,Indiana University,
nefazodone,CYP3A4,substrate,ildcare,
nefazodone,CYP3A4,inhibitor,ildcare,
nefazodone,CYP2D6,inhibitor,SuperCYP,83366669
nefazodone,CYP3A4,substrate,SuperCYP,83366669
nefazodone,CYP3A4,inhibitor,SuperCYP,83366669
nefazodone,CYP3A5,inhibitor,SuperCYP,83366669
nefazodone,CYP3A7,inhibitor,SuperCYP,83366669
nefazodone,CYP3A,inhibitor,KEGG,D08257
nelfinavir,CYP1A2,inhibitor,DrugBank,DB00220
nelfinavir,CYP2B6,inhibitor,DrugBank,DB00220
nelfinavir,CYP2C9,inhibitor,DrugBank,DB00220
nelfinavir,CYP2C19,"substrate,inhibitor",DrugBank,DB00220
nelfinavir,CYP2C19,substrate,Indiana University,
nelfinavir,CYP2C19,substrate,ildcare,
nelfinavir,CYP2D6,inhibitor,DrugBank,DB00220
nelfinavir,CYP3A7,"substrate,inhibitor",DrugBank,DB00220
nelfinavir,CYP3A5,"substrate,inhibitor",DrugBank,DB00220
nelfinavir,CYP3A4,"substrate,inhibitor",DrugBank,DB00220
nelfinavir,CYP3A4,substrate,Indiana University,
nelfinavir,CYP3A5,substrate,Indiana University,
nelfinavir,CYP3A7,substrate,Indiana University,
nelfinavir,CYP3A4,inhibitor,Indiana University,
nelfinavir,CYP3A5,inhibitor,Indiana University,
nelfinavir,CYP3A7,inhibitor,Indiana University,
nelfinavir,CYP3A4,substrate,ildcare,
nelfinavir,CYP3A4,inhibitor,ildcare,
nelfinavir,SLCO1B1,inhibitor,transporter,
nelfinavir,ABCG2,inhibitor,transporter,
nelfinavir,SLC01B1,inhibitor,transporter,
nelfinavir,CYP1A2,inhibitor,SuperCYP,159989647
nelfinavir,CYP2B6,inhibitor,SuperCYP,159989647
nelfinavir,CYP2C9,inhibitor,SuperCYP,159989647
nelfinavir,CYP2C9,inducer,SuperCYP,159989647
nelfinavir,CYP2C19,inhibitor,SuperCYP,159989647
nelfinavir,CYP2C19,substrate,SuperCYP,159989647
nelfinavir,CYP2D6,inhibitor,SuperCYP,159989647
nelfinavir,CYP3A4,inhibitor,SuperCYP,159989647
nelfinavir,CYP3A4,substrate,SuperCYP,159989647
nelfinavir,CYP3A5,inhibitor,SuperCYP,159989647
nelfinavir,CYP3A5,substrate,SuperCYP,159989647
nelfinavir,CYP3A7,inhibitor,SuperCYP,159989647
nelfinavir,CYP3A7,substrate,SuperCYP,159989647
nelfinavir,CYP2C9,substrate,KEGG,D08259
nelfinavir,CYP2C19,substrate,KEGG,D08259
nelfinavir,CYP2D6,substrate,KEGG,D08259
nelfinavir,CYP3A,inhibitor,KEGG,D08259
neostigmine,CYP3A4,inhibitor,SuperCYP,59994
neostigmine,CYP3A5,inhibitor,SuperCYP,59994
neostigmine,CYP3A7,inhibitor,SuperCYP,59994
neticonazole,CYP2C9,inhibitor,KEGG,D01620
netupitant,CYP2C9,substrate,DrugBank,DB09048
netupitant,CYP2D6,substrate,DrugBank,DB09048
nevirapine,CYP1A2,inhibitor,DrugBank,DB00238
nevirapine,CYP2A6,substrate,DrugBank,DB00238
nevirapine,CYP2B6,"substrate, inducer",DrugBank,DB00238
nevirapine,CYP2B6,substrate,Indiana University,
nevirapine,CYP2B6,inducer,Indiana University,
nevirapine,CYP2C9,"substrate,inhibitor",DrugBank,DB00238
nevirapine,CYP2C9,inducer,Indiana University,
nevirapine,CYP2D6,"substrate,inhibitor",DrugBank,DB00238
