DrugName,CypName,Action,Species,Database,CASNumber
Ethinylestradiol,3A4,substrate,human,SuperCYP,000057636
Ethinylestradiol,3A4,inhibitor,human,SuperCYP,000057636
Ethinylestradiol,3A4,inducer,human,SuperCYP,000057636
Ethinylestradiol,3A4,substrate,human,SuperCYP,000057636
Ethosuximide,3A4,substrate,human,SuperCYP,000077678
Ethosuximide,3A4,substrate,human,SuperCYP,000077678
Ethylmorphine,3A4,substrate,human,SuperCYP,000076584
Etizolam,3A4,substrate,human,SuperCYP,040054691
Etizolam,3A4,substrate,human,SuperCYP,040054691
Etonogestrel,3A4,substrate,human,SuperCYP,054048101
Etonogestrel,3A4,substrate,human,SuperCYP,054048101
Etoperidone,3A4,substrate,human,SuperCYP,052942311
Etoperidone,3A4,substrate,human,SuperCYP,052942311
Etoposide,3A4,inhibitor,human,SuperCYP,033419420
Etoposide,3A4,substrate,human,SuperCYP,033419420
Etoposide,3A4,inducer,human,SuperCYP,033419420
Etoposide,3A4,substrate,human,SuperCYP,033419420
Etoposide,3A4,inhibitor,,SuperCYP,033419420
Etoricoxib,3A4,substrate,human,SuperCYP,202409334
Etoricoxib,3A4,inhibitor,human,SuperCYP,202409334
Everolimus,3A4,substrate,human,SuperCYP,159351696
Everolimus,3A4,substrate,human,SuperCYP,159351696
Everolimus,3A4,substrate,human,SuperCYP,159351696
Exemestane,3A4,substrate,human,SuperCYP,107868304
Famciclovir,3A4,substrate,human,SuperCYP,104227874
Felbamate,3A4,substrate,human,SuperCYP,025451154
Felbamate,3A4,inducer,human,SuperCYP,025451154
Felbamate,3A4,inducer,,SuperCYP,025451154
Felbamate,3A4,inducer,human,SuperCYP,025451154
Felodipine,3A4,inhibitor,human,SuperCYP,072509763
Felodipine,3A4,inhibitor,,SuperCYP,072509763
Felodipine,3A4,substrate,human,SuperCYP,072509763
Felodipine,3A4,substrate,human,SuperCYP,072509763
Fenofibrate,3A4,substrate,human,SuperCYP,049562289
Fenofibrate,3A4,substrate,,SuperCYP,049562289
Fentanyl,3A4,inhibitor,human,SuperCYP,000437387
Fentanyl,3A4,substrate,human,SuperCYP,000437387
Fentanyl,3A4,inhibitor,,SuperCYP,000437387
Fentanyl,3A4,substrate,human,SuperCYP,000437387
fesoterodine,3A4,substrate,,SuperCYP,cid6918558
Fexofenadine,3A4,substrate,,SuperCYP,083799240
Finasteride,3A4,substrate,human,SuperCYP,098319267
Finasteride,3A4,substrate,human,SuperCYP,098319267
Flosequinan,3A4,substrate,human,SuperCYP,076568020
Flucloxacillin,3A4,inducer,human,SuperCYP,005250395
Fluconazole,3A4,inducer,,SuperCYP,086386734
Fluconazole,3A4,inhibitor,human,SuperCYP,086386734
Fluconazole,3A4,inhibitor,,SuperCYP,086386734
Flunitrazepam,3A4,substrate,human,SuperCYP,001622624
Flunitrazepam,3A4,substrate,human,SuperCYP,001622624
Fluoxetine,3A4,inhibitor,human,SuperCYP,054910893
Fluoxetine,3A4,substrate,human,SuperCYP,054910893
Fluoxetine,3A4,inhibitor,,SuperCYP,054910893
Fluoxetine,3A4,substrate,,SuperCYP,054910893
Fluoxetine,3A4,substrate,human,SuperCYP,054910893
Flurazepam,3A4,substrate,,SuperCYP,017617231
Flurithromycin,3A4,inhibitor,human,SuperCYP,082664208
Flutamide,3A4,substrate,human,SuperCYP,013311847
Flutamide,3A4,substrate,human,SuperCYP,013311847
Fluticasone,3A4,substrate,,SuperCYP,080474142
Fluvastatin,3A4,inhibitor,human,SuperCYP,093957541
Fluvastatin,3A4,substrate,human,SuperCYP,093957541
Fluvastatin,3A4,inhibitor,,SuperCYP,093957541
Fluvastatin,3A4,substrate,,SuperCYP,093957541
Fluvoxamine,3A4,inhibitor,human,SuperCYP,054739183
Fluvoxamine,3A4,inhibitor,human,SuperCYP,054739183
Fluvoxamine,3A4,inhibitor,human,SuperCYP,054739183
Fosamprenavir,3A4,inhibitor,,SuperCYP,226700794
Fosamprenavir,3A4,substrate,human,SuperCYP,226700794
Fosphenytoin,3A4,inhibitor,,SuperCYP,093390819
Fosphenytoin,3A4,substrate,,SuperCYP,093390819
Fulvestrant,3A4,substrate,human,SuperCYP,129453618
Galantamine,3A4,substrate,human,SuperCYP,000357700
Galantamine,3A4,substrate,human,SuperCYP,000357700
Gallopamil,3A4,substrate,human,SuperCYP,016662478
Gefitinib,3A4,substrate,human,SuperCYP,184475352
Gefitinib,3A4,substrate,human,SuperCYP,184475352
Gemfibrozil,3A4,substrate,human,SuperCYP,025812300
Gemfibrozil,3A4,inducer,human,SuperCYP,025812300
Gemfibrozil,3A4,substrate,,SuperCYP,025812300
Gemfibrozil,3A4,inhibitor,human,SuperCYP,025812300
Gemfibrozil,3A4,inhibitor,human,SuperCYP,025812300
Gepirone,3A4,substrate,human,SuperCYP,083928761
Gepirone,3A4,substrate,human,SuperCYP,083928761
Glibenclamide,3A4,inhibitor,human,SuperCYP,010238218
Glibenclamide,3A4,inhibitor,human,SuperCYP,010238218
Glibenclamide,3A4,substrate,human,SuperCYP,010238218
Glibenclamide,3A4,substrate,human,SuperCYP,010238218
Glibenclamide,3A4,inhibitor,,SuperCYP,010238218
Glibenclamide,3A4,substrate,human,SuperCYP,010238218
Glipizide,3A4,substrate,human,SuperCYP,029094619
glycyrrhizic acid,3A4,inducer,,SuperCYP,cid14982
glycyrrhizic acid,3A4,inducer,,SuperCYP,cid14982
glycyrrhizic acid,3A4,substrate,,SuperCYP,cid14982
Granisetron,3A4,substrate,human,SuperCYP,109889090
Granisetron,3A4,substrate,,SuperCYP,109889090
Griseofulvin,3A4,inducer,,SuperCYP,000126078
Guanethidine,3A4,inducer,human,SuperCYP,000055652
Halofantrine,3A4,substrate,human,SuperCYP,069756532
Halofantrine,3A4,substrate,,SuperCYP,069756532
Haloperidol,3A4,substrate,human,SuperCYP,000052868
Haloperidol,3A4,inhibitor,,SuperCYP,000052868
Haloperidol,3A4,substrate,human,SuperCYP,000052868
Halothane,3A4,substrate,human,SuperCYP,000151677
Halothane,3A4,substrate,,SuperCYP,000151677
Hexobarbital,3A4,substrate,human,SuperCYP,000056291
Histamine,3A4,inhibitor,human,SuperCYP,000051456
Histamine,3A4,substrate,human,SuperCYP,000051456
Hydralazine,3A4,inhibitor,,SuperCYP,000086544
Hydralazine,3A4,inhibitor,human,SuperCYP,000086544
Hydrocortisone,3A4,inhibitor,human,SuperCYP,000050237
Hydrocortisone,3A4,substrate,human,SuperCYP,000050237
Hydrocortisone,3A4,inducer,human,SuperCYP,000050237
Hydrocortisone,3A4,substrate,human,SuperCYP,000050237
Hydrocortisone,3A4,inducer,,SuperCYP,000050237
Hydrocortisone,3A4,substrate,,SuperCYP,000050237
Hydrocortisone aceponate,3A4,substrate,human,SuperCYP,074050207
Hydromorphone,3A4,substrate,human,SuperCYP,000466999
Hydromorphone,3A4,substrate,human,SuperCYP,000466999
Hydroquinone,3A4,substrate,human,SuperCYP,000123319
Ifosfamide,3A4,inhibitor,human,SuperCYP,003778732
Ifosfamide,3A4,substrate,human,SuperCYP,003778732
Ifosfamide,3A4,inducer,human,SuperCYP,003778732
Ifosfamide,3A4,inhibitor,,SuperCYP,003778732
Ifosfamide,3A4,substrate,,SuperCYP,003778732
Ifosfamide,3A4,inducer,human,SuperCYP,003778732
Imatinib,3A4,substrate,human,SuperCYP,152459955
Imatinib,3A4,inhibitor,human,SuperCYP,152459955
Imatinib,3A4,inhibitor,,SuperCYP,152459955
Imatinib,3A4,inhibitor,human,SuperCYP,152459955
Imatinib,3A4,substrate,,SuperCYP,152459955
Imatinib,3A4,substrate,human,SuperCYP,152459955
Imipramine,3A4,substrate,human,SuperCYP,000050497
Imipramine oxide,3A4,substrate,human,SuperCYP,006829987
Imiquimod,3A4,substrate,human,SuperCYP,099011026
Imiquimod,3A4,substrate,,SuperCYP,099011026
Indinavir,3A4,inhibitor,human,SuperCYP,150378179
Indinavir,3A4,substrate,human,SuperCYP,150378179
Indinavir,3A4,inhibitor,human,SuperCYP,150378179
Indinavir,3A4,substrate,human,SuperCYP,150378179
Ipriflavone,3A4,substrate,human,SuperCYP,035212227
Ipriflavone,3A4,inhibitor,human,SuperCYP,035212227
Ipriflavone,3A4,substrate,human,SuperCYP,035212227
Irbesartan,3A4,inhibitor,human,SuperCYP,138402116
Irbesartan,3A4,inhibitor,human,SuperCYP,138402116
Irinotecan,3A4,inhibitor,human,SuperCYP,097682445
Irinotecan,3A4,substrate,human,SuperCYP,097682445
Isoniazid,3A4,inhibitor,human,SuperCYP,000054853
Isoniazid,3A4,inhibitor,human,SuperCYP,000054853
Isopropanol,3A4,inhibitor,human,SuperCYP,000067630
Isosorbide dinitrate,3A4,substrate,human,SuperCYP,000087332
Isosorbide mononitrate,3A4,substrate,human,SuperCYP,016051777
Isotretinoin,3A4,substrate,human,SuperCYP,004759482
Isotretinoin,3A4,substrate,,SuperCYP,004759482
Isradipine,3A4,inhibitor,human,SuperCYP,075695931
Isradipine,3A4,substrate,human,SuperCYP,075695931
Isradipine,3A4,substrate,human,SuperCYP,075695931
Itraconazole,3A4,inhibitor,human,SuperCYP,084625616
Itraconazole,3A4,substrate,human,SuperCYP,084625616
Itraconazole,3A4,substrate,human,SuperCYP,084625616
Itraconazole,3A4,inhibitor,human,SuperCYP,084625616
Itraconazole,3A4,inhibitor,human,SuperCYP,084625616
ivabradine,3A4,substrate,,SuperCYP,cid132999
Ivermectin,3A4,substrate,human,SuperCYP,070288867
Ivermectin,3A4,substrate,human,SuperCYP,070288867
Josamycin,3A4,inhibitor,human,SuperCYP,016846245
Josamycin,3A4,inhibitor,human,SuperCYP,016846245
Ketamine,3A4,substrate,human,SuperCYP,006740881
Ketamine,3A4,substrate,human,SuperCYP,006740881
Ketamine,3A4,substrate,human,SuperCYP,006740881
Ketobemidone,3A4,substrate,human,SuperCYP,000469794
Ketobemidone,3A4,substrate,human,SuperCYP,000469794
Ketoconazole,3A4,inhibitor,human,SuperCYP,065277421
Ketoconazole,3A4,substrate,human,SuperCYP,065277421
Ketoconazole,3A4,inhibitor,human,SuperCYP,065277421
Ketoconazole,3A4,inhibitor,human,SuperCYP,065277421
Ketoconazole,3A4,inhibitor,human,SuperCYP,065277421
Ketoconazole,3A4,inducer,,SuperCYP,065277421
Lacidipine,3A4,substrate,human,SuperCYP,103890784
Lansoprazole,3A4,inhibitor,human,SuperCYP,103577453
Lansoprazole,3A4,substrate,human,SuperCYP,103577453
Lansoprazole,3A4,inducer,human,SuperCYP,103577453
Lansoprazole,3A4,inhibitor,human,SuperCYP,103577453
Lansoprazole,3A4,substrate,human,SuperCYP,103577453
Lercanidipine,3A4,inhibitor,human,SuperCYP,100427267
Lercanidipine,3A4,substrate,human,SuperCYP,100427267
Lercanidipine,3A4,substrate,human,SuperCYP,100427267
Letrozole,3A4,substrate,human,SuperCYP,112809515
Levacetylmethadol,3A4,substrate,,SuperCYP,001477403
Levacetylmethadol,3A4,substrate,human,SuperCYP,001477403
Levobupivacaine,3A4,substrate,human,SuperCYP,027262471
Levobupivacaine,3A4,substrate,human,SuperCYP,027262471
Levofloxacin,3A4,inhibitor,human,SuperCYP,100986854
Levonorgestrel,3A4,substrate,human,SuperCYP,000797637
Levonorgestrel,3A4,substrate,human,SuperCYP,000797637
Levothyroxine sodium,3A4,substrate,human,SuperCYP,000055038
Lidocain,3A4,substrate,human,SuperCYP,000137586
Lidocain,3A4,substrate,human,SuperCYP,000137586
Lidocain,3A4,inhibitor,human,SuperCYP,000137586
Lidocain,3A4,substrate,human,SuperCYP,000137586
Lidocaine,3A4,substrate,human,SuperCYP,000137586
Lidocaine,3A4,substrate,human,SuperCYP,000137586
Lidocaine,3A4,inhibitor,human,SuperCYP,000137586
Lidocaine,3A4,substrate,human,SuperCYP,000137586
Linopirdine,3A4,substrate,,SuperCYP,105431729
Lisurid,3A4,substrate,human,SuperCYP,018016803
Lisurid,3A4,substrate,human,SuperCYP,018016803
Lisuride,3A4,substrate,human,SuperCYP,018016803
Lisuride,3A4,substrate,human,SuperCYP,018016803
Lomustine,3A4,inhibitor,human,SuperCYP,013010474
Lomustine,3A4,inhibitor,human,SuperCYP,013010474
Loperamide,3A4,inhibitor,,SuperCYP,053179116
Loperamide,3A4,substrate,human,SuperCYP,053179116
Loperamide,3A4,substrate,,SuperCYP,053179116
Lopinavir,3A4,substrate,human,SuperCYP,192725170
Lopinavir,3A4,substrate,human,SuperCYP,192725170
Lopinavir,3A4,inhibitor,human,SuperCYP,192725170
Loratadine,3A4,inhibitor,human,SuperCYP,079794755
Loratadine,3A4,substrate,human,SuperCYP,079794755
Loratadine,3A4,inducer,human,SuperCYP,079794755
Loratadine,3A4,substrate,human,SuperCYP,079794755
Losartan,3A4,inhibitor,human,SuperCYP,114798264
Losartan,3A4,substrate,human,SuperCYP,114798264
Losartan,3A4,inhibitor,human,SuperCYP,114798264
Losartan,3A4,substrate,human,SuperCYP,114798264
Lovastatin,3A4,inhibitor,human,SuperCYP,075330755
Lovastatin,3A4,substrate,human,SuperCYP,075330755
Lovastatin,3A4,inhibitor,human,SuperCYP,075330755
Lovastatin,3A4,substrate,human,SuperCYP,075330755
Lynestrenol,3A4,substrate,human,SuperCYP,000052766
Manidipine,3A4,inhibitor,human,SuperCYP,089226506
Mebendazole,3A4,substrate,human,SuperCYP,031431397
Medazepam,3A4,substrate,human,SuperCYP,002898126
Medifoxamine,3A4,substrate,human,SuperCYP,032359345
Medrogestone,3A4,substrate,rat,SuperCYP,000977797
Medroxyprogesterone,3A4,inducer,human,SuperCYP,000520854
Medroxyprogesterone,3A4,substrate,human,SuperCYP,000520854
Medrysone,3A4,inhibitor,,SuperCYP,002668668
Mefloquine,3A4,substrate,human,SuperCYP,053230107
Mefloquine,3A4,inhibitor,human,SuperCYP,053230107
Mefloquine,3A4,inhibitor,human,SuperCYP,053230107
Mefloquine,3A4,substrate,human,SuperCYP,053230107
Meloxicam,3A4,substrate,human,SuperCYP,071125387
Meloxicam,3A4,substrate,human,SuperCYP,071125387
Mepacrine,3A4,substrate,human,SuperCYP,000083896
Mepacrine,3A4,substrate,human,SuperCYP,000083896
Mepacrine,3A4,substrate,,SuperCYP,000083896
Mephenytoin,3A4,substrate,human,SuperCYP,000050124
Mequitazine,3A4,inhibitor,human,SuperCYP,029216282
Metamizole sodium,3A4,inducer,human,SuperCYP,000068893
Metandienone,3A4,substrate,human,SuperCYP,000072639
Metformin,3A4,inhibitor,,SuperCYP,000657249
Methadone,3A4,substrate,human,SuperCYP,000076993
Methadone,3A4,inhibitor,human,SuperCYP,000076993
Methadone,3A4,inducer,human,SuperCYP,000076993
Methadone,3A4,substrate,human,SuperCYP,000076993
Methaqualone,3A4,substrate,human,SuperCYP,000072446
Methazolamide,3A4,inhibitor,human,SuperCYP,000554574
Methoxsalen,3A4,substrate,human,SuperCYP,000298817
Methoxyflurane,3A4,substrate,human,SuperCYP,000076380
Methylergometrine,3A4,substrate,,SuperCYP,000113428
Methylprednisolone,3A4,substrate,human,SuperCYP,000083432
Methylprednisolone,3A4,inhibitor,human,SuperCYP,000083432
Methylprednisolone,3A4,substrate,human,SuperCYP,000083432
Methylprednisolone aceponate,3A4,inducer,human,SuperCYP,086401958
Methyltestosterone,3A4,substrate,human,SuperCYP,000058184
Methyltestosterone,3A4,substrate,human,SuperCYP,000058184
Metronidazole,3A4,inhibitor,human,SuperCYP,000443481
Metronidazole,3A4,inhibitor,human,SuperCYP,000443481
Metronidazole,3A4,substrate,human,SuperCYP,000443481
Metyrapone,3A4,inducer,human,SuperCYP,000054364
Metyrapone,3A4,inhibitor,human,SuperCYP,000054364
Metyrapone,3A4,inhibitor,human,SuperCYP,000054364
Mexiletine,3A4,substrate,human,SuperCYP,031828714
Mianserin,3A4,substrate,human,SuperCYP,024219974
Mibefradil,3A4,substrate,human,SuperCYP,116644532
Mibefradil,3A4,inhibitor,human,SuperCYP,116644532
Mibefradil,3A4,inhibitor,human,SuperCYP,116644532
Mibefradil,3A4,inhibitor,human,SuperCYP,116644532
Miconazole,3A4,substrate,human,SuperCYP,022916478
Miconazole,3A4,inhibitor,human,SuperCYP,022916478
Midazolam,3A4,substrate,human,SuperCYP,059467708
Midazolam,3A4,substrate,human,SuperCYP,059467708
Midazolam,3A4,inhibitor,human,SuperCYP,059467708
Midazolam,3A4,substrate,human,SuperCYP,059467708
Midecamycin,3A4,inhibitor,human,SuperCYP,035457808
Midecamycin,3A4,inhibitor,human,SuperCYP,035457808
Mifepristone,3A4,substrate,human,SuperCYP,084371653
Mifepristone,3A4,inducer,human,SuperCYP,084371653
Mifepristone,3A4,inhibitor,human,SuperCYP,084371653
Mifepristone,3A4,inhibitor,human,SuperCYP,084371653
Mifepristone,3A4,substrate,human,SuperCYP,084371653
Miocamycin,3A4,substrate,human,SuperCYP,055881077
Miocamycin,3A4,inhibitor,human,SuperCYP,055881077
Miocamycin,3A4,substrate,human,SuperCYP,055881077
Mirtazapine,3A4,substrate,human,SuperCYP,061337675
Mirtazapine,3A4,inhibitor,human,SuperCYP,061337675
Mirtazapine,3A4,substrate,human,SuperCYP,061337675
Mitoxantrone,3A4,inhibitor,human,SuperCYP,065271809
Mizolastine,3A4,inhibitor,,SuperCYP,108612459
Mizolastine,3A4,inhibitor,human,SuperCYP,108612459
Modafinil,3A4,substrate,human,SuperCYP,068693118
Modafinil,3A4,inducer,human,SuperCYP,068693118
Modafinil,3A4,inducer,human,SuperCYP,068693118
Modafinil,3A4,inhibitor,human,SuperCYP,068693118
Morphine,3A4,substrate,human,SuperCYP,000057272
Morphine,3A4,substrate,human,SuperCYP,000057272
Naloxone,3A4,substrate,human,SuperCYP,000465656
Nateglinide,3A4,substrate,human,SuperCYP,105816044
Nateglinide,3A4,substrate,human,SuperCYP,105816044
Nefazodone,3A4,substrate,human,SuperCYP,083366669
Nefazodone,3A4,inhibitor,human,SuperCYP,083366669
Nefazodone,3A4,inhibitor,human,SuperCYP,083366669
Nefazodone,3A4,inhibitor,human,SuperCYP,083366669
Nelfinavir,3A4,inhibitor,human,SuperCYP,159989647
Nelfinavir,3A4,inhibitor,human,SuperCYP,159989647
Nelfinavir,3A4,substrate,,SuperCYP,159989647
Nelfinavir,3A4,inhibitor,human,SuperCYP,159989647
Neostigmine,3A4,inhibitor,,SuperCYP,000059994
Nevirapine,3A4,substrate,human,SuperCYP,129618402
Nevirapine,3A4,inducer,human,SuperCYP,129618402
Nevirapine,3A4,inhibitor,human,SuperCYP,129618402
Nevirapine,3A4,inducer,human,SuperCYP,129618402
Nicardipine,3A4,inhibitor,human,SuperCYP,055985325
Nicardipine,3A4,substrate,human,SuperCYP,055985325
Nicardipine,3A4,inducer,human,SuperCYP,055985325
Nicardipine,3A4,inhibitor,human,SuperCYP,055985325
Nicotinamide,3A4,inhibitor,human,SuperCYP,000098920
Nicotinamide,3A4,inhibitor,human,SuperCYP,000098920
Nicotine,3A4,substrate,human,SuperCYP,000054115
Nifedipine,3A4,substrate,human,SuperCYP,021829254
Nifedipine,3A4,inducer,human,SuperCYP,021829254
Nifedipine,3A4,substrate,human,SuperCYP,021829254
Nifedipine,3A4,inhibitor,human,SuperCYP,021829254
Nifedipine,3A4,substrate,human,SuperCYP,021829254
Nilvadipine,3A4,inhibitor,human,SuperCYP,075530686
Nimodipin,3A4,substrate,human,SuperCYP,066085594
Nimodipin,3A4,substrate,human,SuperCYP,066085594
Nimodipine,3A4,substrate,human,SuperCYP,066085594
Nimodipine,3A4,substrate,human,SuperCYP,066085594
Nisoldipine,3A4,substrate,human,SuperCYP,063675729
Nisoldipine,3A4,inhibitor,human,SuperCYP,063675729
Nisoldipine,3A4,substrate,,SuperCYP,063675729
Nitrazepam,3A4,inducer,human,SuperCYP,000146225
Nitrazepam,3A4,substrate,human,SuperCYP,000146225
Nitrendipine,3A4,substrate,human,SuperCYP,039562704
Nitrendipine,3A4,inhibitor,human,SuperCYP,039562704
Nitrendipine,3A4,substrate,human,SuperCYP,039562704
Nitric oxide,3A4,inhibitor,,SuperCYP,010102439
Nordazepam,3A4,substrate,human,SuperCYP,001088115
Nordazepam,3A4,substrate,human,SuperCYP,001088115
Norethisterone,3A4,substrate,human,SuperCYP,000068224
Norfloxacin,3A4,inhibitor,human,SuperCYP,070458967
Norfloxacin,3A4,inhibitor,human,SuperCYP,070458967
Nortriptyline,3A4,substrate,human,SuperCYP,000072695
Nortriptyline,3A4,substrate,"human, rat",SuperCYP,000072695
Noscapine,3A4,inhibitor,,SuperCYP,000128621
Octopamine,3A4,inhibitor,human,SuperCYP,000104143
Octopamine,3A4,substrate,human,SuperCYP,000104143
Olanzapine,3A4,inhibitor,human,SuperCYP,132539061
Oleandomycin,3A4,inhibitor,human,SuperCYP,003922905
Olopatadine,3A4,substrate,human,SuperCYP,113806056
Olopatadine,3A4,substrate,human,SuperCYP,113806056
Omeprazole,3A4,substrate,human,SuperCYP,073590586
Omeprazole,3A4,inducer,human,SuperCYP,073590586
Omeprazole,3A4,inhibitor,human,SuperCYP,073590586
Omeprazole,3A4,inhibitor,human,SuperCYP,073590586
Omeprazole,3A4,substrate,human,SuperCYP,073590586
Ondansetron,3A4,inducer,human,SuperCYP,099614025
Ondansetron,3A4,substrate,human,SuperCYP,099614025
Ondansetron,3A4,substrate,human,SuperCYP,099614025
Ornidazole,3A4,substrate,,SuperCYP,016773425
Orphenadrine (chloride),3A4,substrate,human,SuperCYP,000083987
Orphenadrine (chloride),3A4,inhibitor,human,SuperCYP,000083987
Orphenadrine (chloride),3A4,inhibitor,human,SuperCYP,000083987
Orphenadrine (citrate),3A4,substrate,human,SuperCYP,000083987
Orphenadrine (citrate),3A4,inhibitor,human,SuperCYP,000083987
Orphenadrine (citrate),3A4,inhibitor,human,SuperCYP,000083987
Oxatomide,3A4,inhibitor,human,SuperCYP,060576138
Oxatomide,3A4,substrate,human,SuperCYP,060576138
Oxatomide,3A4,substrate,human,SuperCYP,060576138
Oxazepam,3A4,substrate,human,SuperCYP,000604751
Oxcarbazepine,3A4,inducer,human,SuperCYP,028721075
Oxcarbazepine,3A4,inducer,human,SuperCYP,028721075
Oxiconazole,3A4,inducer,,SuperCYP,064211456
Oxomemazine,3A4,inducer,human,SuperCYP,003689507
Oxybutynin,3A4,substrate,human,SuperCYP,005633205
Oxybutynin,3A4,inhibitor,human,SuperCYP,005633205
Oxybutynin,3A4,substrate,human,SuperCYP,005633205
Paclitaxel,3A4,substrate,human,SuperCYP,033069624
Paclitaxel,3A4,inducer,human,SuperCYP,033069624
Paclitaxel,3A4,inhibitor,human,SuperCYP,033069624
Paclitaxel,3A4,inducer,human,SuperCYP,033069624
Paclitaxel,3A4,substrate,human,SuperCYP,033069624
Paclitaxel,3A4,substrate,,SuperCYP,033069624
Pantoprazole,3A4,substrate,human,SuperCYP,102625707
Pantoprazole,3A4,inducer,human,SuperCYP,102625707
