Name,Name,Actions,Species,Database,DrugBank ID
Tasosartan,3A4,substrate,Not Specified,DrugBank,DB01349
Hexobarbital,3A4,substrate,Not Specified,DrugBank,DB01355
Troleandomycin,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01361
Quinupristin,3A4,inhibitor,Not Specified,DrugBank,DB01369
Cortisone acetate,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01380
Paramethasone,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01384
Mibefradil,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01388
Yohimbine,3A4,substrate,Not Specified,DrugBank,DB01392
Bezafibrate,3A4,substrate,Not Specified,DrugBank,DB01393
Colchicine,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB01394
Digitoxin,3A4,substrate,Not Specified,DrugBank,DB01396
Danazol,3A4,inhibitor,Not Specified,DrugBank,DB01406
Tiotropium,3A4,substrate,Not Specified,DrugBank,DB01409
Ciclesonide,3A4,substrate,Not Specified,DrugBank,DB01410
Acenocoumarol,3A4,substrate,Not Specified,DrugBank,DB01418
Aminophenazone,3A4,substrate,Not Specified,DrugBank,DB01424
Allylestrenol,3A4,substrate,Not Specified,DrugBank,DB01431
Antipyrine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01435
Ethylmorphine,3A4,substrate,Not Specified,DrugBank,DB01466
Flunitrazepam,3A4,substrate,Not Specified,DrugBank,DB01544
Dihydrocodeine,3A4,substrate,Not Specified,DrugBank,DB01551
Bromazepam,3A4,substrate,Not Specified,DrugBank,DB01558
Clotiazepam,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01559
Ketazolam,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01587
Prazepam,3A4,substrate,Not Specified,DrugBank,DB01588
Quazepam,3A4,substrate,Not Specified,DrugBank,DB01589
Everolimus,3A4,substrate,Not Specified,DrugBank,DB01590
Solifenacin,3A4,substrate,Not Specified,DrugBank,DB01591
Nitrazepam,3A4,substrate,Not Specified,DrugBank,DB01595
Lopinavir,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01601
Deferasirox,3A4,inducer,Not Specified,DrugBank,DB01609
Pipotiazine,3A4,substrate,Not Specified,DrugBank,DB01621
Etoricoxib,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01628
Rutin,3A4,inhibitor,Not Specified,DrugBank,DB01698
Dehydroepiandrosterone,3A4,substrate,Not Specified,DrugBank,DB01708
Dalfopristin,3A4,inhibitor,Not Specified,DrugBank,DB01764
Nicotinamide,3A4,inhibitor,Not Specified,DrugBank,DB02701
Resveratrol,3A4,inhibitor,Not Specified,DrugBank,DB02709
Vanoxerine,3A4,substrate,Not Specified,DrugBank,DB03701
Phenacetin,3A4,substrate,Not Specified,DrugBank,DB03783
Thiotepa,3A4,substrate,Not Specified,DrugBank,DB04572
Estropipate,3A4,substrate,Not Specified,DrugBank,DB04574
Bifonazole,3A4,inhibitor,Not Specified,DrugBank,DB04794
Metamizole,3A4,inducer,Not Specified,DrugBank,DB04817
Zomepirac,3A4,substrate,Not Specified,DrugBank,DB04828
Methaqualone,3A4,substrate,Not Specified,DrugBank,DB04833
Maraviroc,3A4,substrate,Not Specified,DrugBank,DB04835
Ixabepilone,3A4,substrate,Not Specified,DrugBank,DB04845
Celiprolol,3A4,substrate,Not Specified,DrugBank,DB04846
Dronedarone,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB04855
Nilotinib,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB04868
Lorcaserin,3A4,substrate,Not Specified,DrugBank,DB04871
Tesmilifene,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB04905
Flibanserin,3A4,substrate,Not Specified,DrugBank,DB04908
Clevidipine,3A4,inducer,Not Specified,DrugBank,DB04920
Permethrin,3A4,substrate,Not Specified,DrugBank,DB04930
Ospemifene,3A4,substrate,Not Specified,DrugBank,DB04938
Iloperidone,3A4,substrate,Not Specified,DrugBank,DB04946
Banoxantrone,3A4,substrate,Not Specified,DrugBank,DB04975
Indacaterol,3A4,substrate,Not Specified,DrugBank,DB05039
Trabectedin,3A4,substrate,Not Specified,DrugBank,DB05109
Rotigotine,3A4,substrate,Not Specified,DrugBank,DB05271
Vandetanib,3A4,substrate,Not Specified,DrugBank,DB05294
Telaprevir,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB05521
ado-trastuzumab emtansine,3A4,substrate,Not Specified,DrugBank,DB05773
Abiraterone,3A4,substrate,Not Specified,DrugBank,DB05812
Cariprazine,3A4,substrate,Not Specified,DrugBank,DB06016
Sertindole,3A4,substrate,Not Specified,DrugBank,DB06144
Mianserin,3A4,substrate,Not Specified,DrugBank,DB06148
Rimonabant,3A4,substrate,Not Specified,DrugBank,DB06155
Rufinamide,3A4,inducer,Not Specified,DrugBank,DB06201
Alogliptin,3A4,substrate,Not Specified,DrugBank,DB06203
Silodosin,3A4,substrate,Not Specified,DrugBank,DB06207
Prasugrel,3A4,substrate,Not Specified,DrugBank,DB06209
Tolvaptan,3A4,substrate,Not Specified,DrugBank,DB06212
Asenapine,3A4,substrate,Not Specified,DrugBank,DB06216
Rivaroxaban,3A4,substrate,Not Specified,DrugBank,DB06228
Avanafil,3A4,substrate,Not Specified,DrugBank,DB06237
Udenafil,3A4,substrate,Not Specified,DrugBank,DB06267
Sitaxentan,3A4,inhibitor,Not Specified,DrugBank,DB06268
Levocetirizine,3A4,substrate,Not Specified,DrugBank,DB06282
Temsirolimus,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB06287
Simeprevir,3A4,substrate,Not Specified,DrugBank,DB06290
Dapagliflozin,3A4,substrate,Not Specified,DrugBank,DB06292
Saxagliptin,3A4,substrate,Not Specified,DrugBank,DB06335
Armodafinil,3A4,inducer,Not Specified,DrugBank,DB06413
Etravirine,3A4,"substrate, inducer",Not Specified,DrugBank,DB06414
Pazopanib,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB06589
Apixaban,3A4,substrate,Not Specified,DrugBank,DB06605
Bosutinib,3A4,substrate,Not Specified,DrugBank,DB06616
Axitinib,3A4,substrate,Not Specified,DrugBank,DB06626
Vilazodone,3A4,substrate,Not Specified,DrugBank,DB06684
Artemether,3A4,"substrate, inducer",Not Specified,DrugBank,DB06697
Desvenlafaxine,3A4,substrate,Not Specified,DrugBank,DB06700
Fesoterodine,3A4,substrate,Not Specified,DrugBank,DB06702
Lumefantrine,3A4,substrate,Not Specified,DrugBank,DB06708
Methyltestosterone,3A4,substrate,Not Specified,DrugBank,DB06710
Nilvadipine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB06712
Ketobemidone,3A4,substrate,Not Specified,DrugBank,DB06738
Ambroxol,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB06742
Benzyl alcohol,3A4,substrate,Not Specified,DrugBank,DB06770
Cabazitaxel,3A4,substrate,Not Specified,DrugBank,DB06772
Chenodeoxycholic acid,3A4,substrate,Not Specified,DrugBank,DB06777
Parecoxib,3A4,substrate,Not Specified,DrugBank,DB08439
Tofisopam,3A4,inhibitor,Not Specified,DrugBank,DB08811
Lurasidone,3A4,substrate,Not Specified,DrugBank,DB08815
Ticagrelor,3A4,substrate,Not Specified,DrugBank,DB08816
Ivacaftor,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB08820
Lomitapide,3A4,substrate,Not Specified,DrugBank,DB08827
Vismodegib,3A4,substrate,Not Specified,DrugBank,DB08828
Rilpivirine,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB08864
Crizotinib,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB08865
Estradiol valerate/Dienogest,3A4,substrate,Not Specified,DrugBank,DB08866
Fingolimod,3A4,substrate,Not Specified,DrugBank,DB08868
Brentuximab vedotin,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB08870
Boceprevir,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB08873
Cabozantinib,3A4,substrate,Not Specified,DrugBank,DB08875
Ruxolitinib,3A4,substrate,Not Specified,DrugBank,DB08877
Vemurafenib,3A4,"substrate, inducer",Not Specified,DrugBank,DB08881
Linagliptin,3A4,inhibitor,Not Specified,DrugBank,DB08882
Perampanel,3A4,"substrate, inducer",Not Specified,DrugBank,DB08883
Mirabegron,3A4,substrate,Not Specified,DrugBank,DB08893
Tofacitinib,3A4,substrate,Not Specified,DrugBank,DB08895
Regorafenib,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB08896
Enzalutamide,3A4,"substrate, inducer",Not Specified,DrugBank,DB08899
Ponatinib,3A4,substrate,Not Specified,DrugBank,DB08901
Bedaquiline,3A4,substrate,Not Specified,DrugBank,DB08903
Fluticasone furoate,3A4,substrate,Not Specified,DrugBank,DB08906
Canagliflozin,3A4,substrate,Not Specified,DrugBank,DB08907
Pomalidomide,3A4,substrate,Not Specified,DrugBank,DB08910
Trametinib,3A4,inducer,Not Specified,DrugBank,DB08911
Dabrafenib,3A4,"substrate, inducer",Not Specified,DrugBank,DB08912
Levomilnacipran,3A4,substrate,Not Specified,DrugBank,DB08918
MACITENTAN,3A4,substrate,Not Specified,DrugBank,DB08932
Luliconazole,3A4,inhibitor,Not Specified,DrugBank,DB08933
Aliskiren,3A4,substrate,Not Specified,DrugBank,DB09026
Eliglustat,3A4,substrate,Not Specified,DrugBank,DB09039
Naloxegol,3A4,substrate,Not Specified,DrugBank,DB09049
Ibrutinib,3A4,substrate,Not Specified,DrugBank,DB09053
Idelalisib,3A4,inducer,Not Specified,DrugBank,DB09054
Palbociclib,3A4,substrate,Not Specified,DrugBank,DB09073
Olaparib,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB09074
Lenvatinib,3A4,substrate,Not Specified,DrugBank,DB09078
Ivabradine,3A4,substrate,Not Specified,DrugBank,DB09083
Elvitegravir,3A4,substrate,Not Specified,DrugBank,DB09101
Daclatasvir,3A4,substrate,Not Specified,DrugBank,DB09102
Brexpiprazole,3A4,substrate,Not Specified,DrugBank,DB09128
Sonidegib,3A4,substrate,Not Specified,DrugBank,DB09143
Rolapitant,3A4,substrate,Not Specified,DrugBank,DB09291
Lipoic Acid,NADPH,inhibitor,Not Specified,DrugBank,DB00166
Mitomycin,NADPH,substrate,Not Specified,DrugBank,DB00305
Nilutamide,NADPH,substrate,Not Specified,DrugBank,DB00665
Daunorubicin,NADPH,substrate,Not Specified,DrugBank,DB00694
Nitrofurantoin,NADPH,substrate,Not Specified,DrugBank,DB00698
Benzphetamine,NADPH,substrate,Not Specified,DrugBank,DB00865
Doxorubicin,NADPH,substrate,Not Specified,DrugBank,DB00997
Licofelone,2B7,substrate,Not Specified,DrugBank,DB04725
Tauroursodeoxycholic acid,2B1,inducer,Not Specified,DrugBank,DB08834
Cholecalciferol,2J2,substrate,Not Specified,DrugBank,DB00169
Masoprocol,2J2,inhibitor,Not Specified,DrugBank,DB00179
Terfenadine,2J2,inhibitor,Not Specified,DrugBank,DB00342
Astemizole,2J2,substrate,Not Specified,DrugBank,DB00637
Licofelone,2J2,substrate,Not Specified,DrugBank,DB04725
Rivaroxaban,2J2,substrate,Not Specified,DrugBank,DB06228
Apixaban,2J2,substrate,Not Specified,DrugBank,DB06605
Levomilnacipran,2J2,substrate,Not Specified,DrugBank,DB08918
Tauroursodeoxycholic acid,2A2,inducer,Not Specified,DrugBank,DB08834
Nicotine,2A13,substrate,Not Specified,DrugBank,DB00184
Methoxsalen,2A13,inhibitor,Not Specified,DrugBank,DB00553
Testosterone,2A13,substrate,Not Specified,DrugBank,DB00624
Phenacetin,2A13,substrate,Not Specified,DrugBank,DB03783
Tauroursodeoxycholic acid,3A1,inducer,Not Specified,DrugBank,DB08834
Tauroursodeoxycholic acid,2B2,inducer,Not Specified,DrugBank,DB08834
Daclatasvir,3A3,substrate,Not Specified,DrugBank,DB09102
