Drug,Enzyme,Action,Database,Species,DrugID,Gene,Reference,Strength
interferon,CYP1A2,inhibitor,Indiana University,Not Specified,,,,
Ipratropium bromide,CYP2D6,substrate,DrugBank,Not Specified,DB00332,,,
Ipratropium bromide,CYP3A4,substrate,DrugBank,Not Specified,DB00332,,,
Ipratropium bromide,CYP3A4,substrate,DrugBank,Not Specified,DB00332,,,
Ipriflavone,CYP1A1,substrate,SuperCYP,rat,,,,
Ipriflavone,CYP1A2,inhibitor,SuperCYP,human,,,,
Ipriflavone,CYP1A2,substrate,SuperCYP,human,,,,
Ipriflavone,CYP1A2,inhibitor,SuperCYP,human,,,,
Ipriflavone,CYP2C8,inhibitor,SuperCYP,human,,,,
Ipriflavone,CYP2C9,inhibitor,SuperCYP,human,,,,
Ipriflavone,CYP2C9,inhibitor,SuperCYP,human,,,,
Ipriflavone,CYP2C19,inhibitor,SuperCYP,human,,,,
Ipriflavone,CYP2E1,inducer,SuperCYP,rat,,,,
Ipriflavone,CYP3A4,substrate,SuperCYP,human,,,,
Ipriflavone,CYP3A4,substrate,SuperCYP,human,,,,
Ipriflavone,CYP3A4,inhibitor,SuperCYP,human,,,,
Ipriflavone,CYP3A4,substrate,SuperCYP,human,,,,
Ipriflavone,CYP3A4,substrate,SuperCYP,human,,,,
Ipriflavone,CYP3A4,inhibitor,SuperCYP,human,,,,
Irbesartan,CYP1A2,inhibitor,DrugBank,Not Specified,DB01029,,,
Irbesartan,CYP2C8,"substrate,inhibitor",DrugBank,Not Specified,DB01029,,,
Irbesartan,CYP2C9,"substrate,inhibitor",DrugBank,Not Specified,DB01029,,,
irbesartan,CYP2C9,substrate,Indiana University,Not Specified,,,,
Irbesartan,CYP2C9,substrate,KEGG, Not Specified,,,, 
irbesartan,CYP2C9,substrate,ildcare,Not Specified,,,,
Irbesartan,CYP2D6,inhibitor,DrugBank,Not Specified,DB01029,,,
Irbesartan,CYP3A4,inhibitor,DrugBank,Not Specified,DB01029,,,
Irbesartan,CYP3A4,inhibitor,DrugBank,Not Specified,DB01029,,,
Irbesartan,CYP2C9,substrate,KEGG, Not Specified,,,, 
Irbesartan,CYP1A2,inhibitor,SuperCYP,human,,,,
Irbesartan,CYP2C8,inhibitor,SuperCYP,human,,,,
Irbesartan,CYP2C8,inhibitor,SuperCYP,human,,,,
Irbesartan,CYP2C8,substrate,SuperCYP,human,,,,
Irbesartan,CYP2C9,inhibitor,SuperCYP,human,,,,
Irbesartan,CYP2C9,substrate,SuperCYP,human,,,,
Irbesartan,CYP2C9,inhibitor,SuperCYP,human,,,,
Irbesartan,CYP2C9,substrate,SuperCYP,human,,,,
Irbesartan,CYP2C9,substrate,SuperCYP,human,,,,
Irbesartan,CYP2D6,inhibitor,SuperCYP,human,,,,
Irbesartan,CYP3A4,inhibitor,SuperCYP,human,,,,
Irbesartan,CYP3A4,inhibitor,SuperCYP,human,,,,
Irbesartan,CYP3A4,inhibitor,SuperCYP,human,,,,
Irbesartan,CYP3A4,inhibitor,SuperCYP,human,,,,
Irinotecan,CYP2B6,substrate,DrugBank,Not Specified,DB00762,,,
Irinotecan,CYP3A7,substrate,DrugBank,Not Specified,DB00762,,,
Irinotecan,CYP3A5,substrate,DrugBank,Not Specified,DB00762,,,
Irinotecan,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB00762,,,
irinotecan,CYP3A4,substrate,Indiana University,Not Specified,,,,
irinotecan,CYP3A5,substrate,Indiana University,Not Specified,,,,
irinotecan,CYP3A7,substrate,Indiana University,Not Specified,,,,
Irinotecan,CYP3A5,substrate,KEGG, Not Specified,,,, 
Irinotecan,CYP3A5,substrate,KEGG, Not Specified,,,, 
Irinotecan,CYP3A7,substrate,KEGG, Not Specified,,,, 
Irinotecan,CYP3A7,substrate,KEGG, Not Specified,,,, 
Irinotecan,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB00762,,,
irinotecan,CYP3A4,substrate,Indiana University,Not Specified,,,,
Irinotecan,CYP3A5,substrate,DrugBank,Not Specified,DB00762,,,
irinotecan,CYP3A5,substrate,Indiana University,Not Specified,,,,
Irinotecan,CYP3A5,substrate,KEGG, Not Specified,,,, 
Irinotecan,CYP3A5,substrate,KEGG, Not Specified,,,, 
Irinotecan,CYP3A7,substrate,DrugBank,Not Specified,DB00762,,,
irinotecan,CYP3A7,substrate,Indiana University,Not Specified,,,,
Irinotecan,CYP3A7,substrate,KEGG, Not Specified,,,, 
Irinotecan,CYP3A7,substrate,KEGG, Not Specified,,,, 
Irinotecan,SLCO1B1,inhibitor,Transporter,,,,,
Irinotecan,ABCG2,substrate,Transporter,,,,,
Irinotecan,SLC01B1,inhibitor,Transporter,,,,,
Irinotecan,CYP2B6,substrate,SuperCYP,human,,,,
Irinotecan,CYP3A4,inhibitor,SuperCYP,human,,,,
Irinotecan,CYP3A4,substrate,SuperCYP,human,,,,
Irinotecan,CYP3A5,substrate,SuperCYP,human,,,,
Irinotecan,CYP3A5,substrate,SuperCYP,human,,,,
Irinotecan,CYP3A7,substrate,SuperCYP,,,,,
Irinotecan,CYP3A4,inhibitor,SuperCYP,human,,,,
Irinotecan,CYP3A4,substrate,SuperCYP,human,,,,
Irinotecan,CYP3A5,substrate,SuperCYP,human,,,,
Irinotecan,CYP3A5,substrate,SuperCYP,human,,,,
Irinotecan,CYP3A7,substrate,SuperCYP,,,,,
Isoconazole,CYP2C9,inhibitor,KEGG, Not Specified,,,, 
Isoconazole,CYP19A,inhibitor,SuperCYP,human,,,,
Isoconazole,CYP2C9,inhibitor,KEGG, Not Specified,,,, 
Isoflurane,CYP2B6,"substrate,inhibitor, inducer",DrugBank,Not Specified,DB00753,,,
Isoflurane,CYP2E1,substrate,DrugBank,Not Specified,DB00753,,,
isoflurane,CYP2E1,substrate,Indiana University,Not Specified,,,,
Isoflurane,CYP2B6,inducer,SuperCYP,human,,,,
Isoflurane,CYP2B6,inhibitor,SuperCYP,human,,,,
Isoflurane,CYP2B6,substrate,SuperCYP,human,,,,
Isoflurane,CYP2E1,substrate,SuperCYP,human,,,,
Isoflurane,CYP2E1,substrate,SuperCYP,human,,,,
Isoflurane,CYP2E1,substrate,SuperCYP,,,,,
Isoniazid,CYP1A2,inhibitor,DrugBank,Not Specified,DB00951,,,
isoniazid,CYP1A2,Inhibitor,ildcare,Not Specified,,,,
Isoniazid,CYP2A6,inhibitor,DrugBank,Not Specified,DB00951,,,
Isoniazid,CYP2C8,inhibitor,DrugBank,Not Specified,DB00951,,,
Isoniazid,CYP2C9,inhibitor,DrugBank,Not Specified,DB00951,,,
isoniazid,CYP2C9,inhibitor,Indiana University,Not Specified,,,,
Isoniazid,CYP2C9,inhibitor,KEGG, Not Specified,,,, 
isoniazid,CYP2C9,Inhibitor,ildcare,Not Specified,,,,
Isoniazid,CYP2C19,inhibitor,DrugBank,Not Specified,DB00951,,,
isoniazid,CYP2C19,inhibitor,Indiana University,Not Specified,,,,
isoniazid,CYP2C19,Inhibitor,ildcare,Not Specified,,,,
Isoniazid,CYP2D6,inhibitor,DrugBank,Not Specified,DB00951,,,
Isoniazid,CYP2E1,"substrate,inhibitor, inducer",DrugBank,Not Specified,DB00951,,,
isoniazid,CYP2E1,inducer,Indiana University,Not Specified,,,,
Isoniazid,CYP2E1, inducer,KEGG, Not Specified,,,, 
Isoniazid,CYP3A4,inhibitor,DrugBank,Not Specified,DB00951,,,
Isoniazid,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
isoniazid,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Isoniazid,CYP3A4,inhibitor,DrugBank,Not Specified,DB00951,,,
isoniazid,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Isoniazid,CYP2C9,inhibitor,KEGG, Not Specified,,,, 
Isoniazid,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
Isoniazid,CYP2E1, inducer,KEGG, Not Specified,,,, 
Isoniazid,CYP1A2,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP1A2,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP2A6,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP2A6,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP2C8,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP2C9,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP2C9,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP2C9,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP2C19,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP2C19,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP2D6,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP2D6,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP2E1,inducer,SuperCYP,human,,,,
Isoniazid,CYP2E1,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP2E1,substrate,SuperCYP,human,,,,
Isoniazid,CYP2E1,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP2E1,inducer,SuperCYP,human,,,,
Isoniazid,CYP3A4,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP3A4,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP3A4,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP3A4,inhibitor,SuperCYP,human,,,,
Isoniazid,CYP2C9,inhibitor,KEGG, Not Specified,,,, 
Isoniazid,CYP2E1, inducer,KEGG, Not Specified,,,, 
Isoniazid,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
Isoniazid,CYP2C9,inhibitor,KEGG, Not Specified,,,, 
Isoniazid,CYP2E1, inducer,KEGG, Not Specified,,,, 
Isoniazid,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
Isoniazid,CYP2C9,inhibitor,KEGG, Not Specified,,,, 
Isoniazid,CYP2E1, inducer,KEGG, Not Specified,,,, 
Isoniazid,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
Isoprenalin,CYP1A1,inhibitor,SuperCYP,human,,,,
Isoprenalin,CYP19A,inducer,SuperCYP,rat,,,,
Isoprenaline,CYP1A1,inhibitor,DrugBank,Not Specified,DB01064,,,
Isoprenaline,CYP1A1,inhibitor,SuperCYP,human,,,,
Isoprenaline,CYP19A,inducer,SuperCYP,rat,,,,
Isopropanol,CYP2A6,inhibitor,SuperCYP,human,,,,
Isopropanol,CYP2C19,inhibitor,SuperCYP,human,,,,
Isopropanol,CYP2E1,inducer,SuperCYP,rat,,,,
Isopropanol,CYP2E1,inhibitor,SuperCYP,human,,,,
Isopropanol,CYP3A4,inhibitor,SuperCYP,human,,,,
Isopropanol,CYP3A4,inhibitor,SuperCYP,human,,,,
Isosorbide,CYP2E1,inhibitor,DrugBank,Not Specified,DB00883,,,
Isosorbide,CYP3A4,substrate,DrugBank,Not Specified,DB00883,,,
Isosorbide,CYP3A4,substrate,DrugBank,Not Specified,DB00883,,,
Isosorbide,CYP2E1,inhibitor,SuperCYP,human,,,,
Isosorbide,CYP3A4,substrate,SuperCYP,human,,,,
Isosorbide,CYP3A4,substrate,SuperCYP,human,,,,
Isosorbide,CYP3A4,substrate,DrugBank,Not Specified,DB01020,,,
Isosorbide,CYP3A4,substrate,DrugBank,Not Specified,DB01020,,,
Isosorbide,CYP3A4,substrate,SuperCYP,human,,,,
Isosorbide,CYP3A4,substrate,SuperCYP,human,,,,
isotretinoin,CYP2C8,substrate,ildcare,Not Specified,,,,
Isotretinoin,CYP3A4,substrate,SuperCYP,human,,,,
Isotretinoin,CYP3A4,substrate,SuperCYP,,,,,
Isotretinoin,CYP3A4,substrate,SuperCYP,human,,,,
Isotretinoin,CYP3A4,substrate,SuperCYP,,,,,
Isradipine,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB00270,,,
isradipine,CYP3A4,substrate,ildcare,Not Specified,,,,
Isradipine,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB00270,,,
isradipine,CYP3A4,substrate,ildcare,Not Specified,,,,
Isradipine,CYP3A4,substrate,SuperCYP,human,,,,
Isradipine,CYP3A4,substrate,SuperCYP,human,,,,
Isradipine,CYP3A4,inhibitor,SuperCYP,human,,,,
Isradipine,CYP3A4,substrate,SuperCYP,human,,,,
Isradipine,CYP3A4,substrate,SuperCYP,human,,,,
Isradipine,CYP3A4,inhibitor,SuperCYP,human,,,,
Istradefylline,CYP1A1,substrate,KEGG, Not Specified,,,, 
Istradefylline,CYP3A,inhibitor,KEGG, Not Specified,,,, 
Itraconazole,CYP1A1,inducer,DrugBank,Not Specified,DB01167,,,
Itraconazole,CYP2B6,inhibitor,DrugBank,Not Specified,DB01167,,,
Itraconazole,CYP2C8,inhibitor,KEGG, Not Specified,,,, 
itraconazole,CYP2C9,Inhibitor,ildcare,Not Specified,,,,
Itraconazole,CYP2D6,inhibitor,DrugBank,Not Specified,DB01167,,,
Itraconazole,CYP2E1,inhibitor,DrugBank,Not Specified,DB01167,,,
Itraconazole,CYP3A7,inhibitor,DrugBank,Not Specified,DB01167,,,
Itraconazole,CYP3A5,inhibitor,DrugBank,Not Specified,DB01167,,,
Itraconazole,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB01167,,,
Itraconazole,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Itraconazole,CYP3A5,inhibitor,KEGG, Not Specified,,,, 
Itraconazole,CYP3A7,inhibitor,KEGG, Not Specified,,,, 
Itraconazole,CYP3A,inhibitor,KEGG, Not Specified,,,, Strong
itraconazole,CYP3A4,substrate,ildcare,Not Specified,,,,
itraconazole,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Itraconazole,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB01167,,,
Itraconazole,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
itraconazole,CYP3A4,substrate,ildcare,Not Specified,,,,
itraconazole,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Itraconazole,CYP3A5,inhibitor,DrugBank,Not Specified,DB01167,,,
Itraconazole,CYP3A5,inhibitor,KEGG, Not Specified,,,, 
Itraconazole,CYP3A7,inhibitor,DrugBank,Not Specified,DB01167,,,
Itraconazole,CYP3A7,inhibitor,KEGG, Not Specified,,,, 
Itraconazole,CYP2C8,inhibitor,KEGG, Not Specified,,,, 
Itraconazole,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Itraconazole,CYP3A5,inhibitor,KEGG, Not Specified,,,, 
Itraconazole,CYP3A7,inhibitor,KEGG, Not Specified,,,, 
Itraconazole,CYP3A,inhibitor,KEGG, Not Specified,,,, Strong
Itraconazole,CYP1A1,inducer,SuperCYP,human,,,,
Itraconazole,CYP2D6,inhibitor,SuperCYP,human,,,,
Itraconazole,CYP2E1,inhibitor,SuperCYP,human,,,,
Itraconazole,CYP3A4,inhibitor,SuperCYP,human,,,,
Itraconazole,CYP3A4,substrate,SuperCYP,human,,,,
Itraconazole,CYP3A4,substrate,SuperCYP,human,,,,
Itraconazole,CYP3A4,inhibitor,SuperCYP,human,,,,
Itraconazole,CYP3A4,inhibitor,SuperCYP,human,,,,
Itraconazole,CYP3A4,inhibitor,SuperCYP,human,,,,
Itraconazole,CYP3A4,substrate,SuperCYP,human,,,,
Itraconazole,CYP3A4,substrate,SuperCYP,human,,,,
Itraconazole,CYP3A4,inhibitor,SuperCYP,human,,,,
Itraconazole,CYP3A4,inhibitor,SuperCYP,human,,,,
Itraconazole,CYP19A,inhibitor,SuperCYP,,,,,
Itraconazole,CYP3A4,inhibitor,Indiana University,Not Specified,,,,Strong
Itraconazole,CYP3A4,inhibitor,Indiana University,Not Specified,,,,Strong
Itraconazole,CYP3A7,inhibitor,Indiana University,Not Specified,,,,Strong
Itraconazole,CYP3A4,inhibitor,Indiana University,Not Specified,,,,Strong
Itraconazole,CYP3A4,inhibitor,Indiana University,Not Specified,,,,Strong
Itraconazole,CYP3A7,inhibitor,Indiana University,Not Specified,,,,Strong
Ivabradine,CYP3A4,substrate,DrugBank,Not Specified,DB09083,,,
Ivabradine,CYP3A4,substrate,DrugBank,Not Specified,DB09083,,,
ivabradine,CYP3A4,substrate,SuperCYP,,,,,
ivabradine,CYP3A4,substrate,SuperCYP,,,,,
Ivacaftor,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB08820,,,
Ivacaftor,CYP3A,inhibitor,KEGG, Not Specified,,,, 
Ivacaftor,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB08820,,,
Ivermectin,CYP3A4,substrate,DrugBank,Not Specified,DB00602,,,
Ivermectin,CYP3A4,substrate,DrugBank,Not Specified,DB00602,,,
Ivermectin,ABCG2,substrate,Transporter,,,,,
Ivermectin,CYP3A4,substrate,SuperCYP,human,,,,
Ivermectin,CYP3A4,substrate,SuperCYP,human,,,,
Ivermectin,CYP3A4,substrate,SuperCYP,human,,,,
Ivermectin,CYP3A4,substrate,SuperCYP,human,,,,
Ixabepilone,CYP3A4,substrate,DrugBank,Not Specified,DB04845,,,
Ixabepilone,CYP3A4,substrate,DrugBank,Not Specified,DB04845,,,
Josamycin,CYP3A4,inhibitor,DrugBank,Not Specified,DB01321,,,
Josamycin,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Josamycin,CYP3A4,inhibitor,DrugBank,Not Specified,DB01321,,,
Josamycin,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Josamycin,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Josamycin,CYP3A4,inhibitor,SuperCYP,human,,,,
Josamycin,CYP3A4,inhibitor,SuperCYP,human,,,,
Josamycin,CYP3A4,inhibitor,SuperCYP,human,,,,
Josamycin,CYP3A4,inhibitor,SuperCYP,human,,,,
Josamycin,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Josamycin,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Josamycin,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Ketamine,CYP2B6,substrate,DrugBank,Not Specified,DB01221,,,
ketamine,CYP2B6,substrate,Indiana University,Not Specified,,,,
Ketamine,CYP2C8,substrate,DrugBank,Not Specified,DB01221,,,
Ketamine,CYP2C9,substrate,DrugBank,Not Specified,DB01221,,,
Ketamine,CYP3A4,substrate,DrugBank,Not Specified,DB01221,,,
Ketamine,CYP3A4,substrate,DrugBank,Not Specified,DB01221,,,
Ketamine,CYP2B6,substrate,SuperCYP,human,,,,
Ketamine,CYP2B6,substrate,SuperCYP,human,,,,
Ketamine,CYP2B6,substrate,SuperCYP,human,,,,
Ketamine,CYP2C8,substrate,SuperCYP,human,,,,
Ketamine,CYP2C9,substrate,SuperCYP,human,,,,
Ketamine,CYP2C9,substrate,SuperCYP,human,,,,
Ketamine,CYP2C9,substrate,SuperCYP,human,,,,
Ketamine,CYP3A4,substrate,SuperCYP,human,,,,
Ketamine,CYP3A4,substrate,SuperCYP,human,,,,
Ketamine,CYP3A4,substrate,SuperCYP,human,,,,
Ketamine,CYP3A4,substrate,SuperCYP,human,,,,
Ketamine,CYP3A4,substrate,SuperCYP,human,,,,
Ketamine,CYP3A4,substrate,SuperCYP,human,,,,
Ketazolam,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB01587,,,
Ketazolam,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB01587,,,
Ketobemidone,CYP2C8,substrate,DrugBank,Not Specified,DB06738,,,
Ketobemidone,CYP2C9,substrate,DrugBank,Not Specified,DB06738,,,
Ketobemidone,CYP2C19,substrate,DrugBank,Not Specified,DB06738,,,
Ketobemidone,CYP3A4,substrate,DrugBank,Not Specified,DB06738,,,
Ketobemidone,CYP3A4,substrate,DrugBank,Not Specified,DB06738,,,
Ketobemidone,CYP2B6,substrate,SuperCYP,human,,,,
Ketobemidone,CYP2C8,substrate,SuperCYP,human,,,,
Ketobemidone,CYP2C9,substrate,SuperCYP,human,,,,
Ketobemidone,CYP2C9,substrate,SuperCYP,human,,,,
Ketobemidone,CYP2C19,substrate,SuperCYP,human,,,,
Ketobemidone,CYP3A4,substrate,SuperCYP,human,,,,
Ketobemidone,CYP3A4,substrate,SuperCYP,human,,,,
Ketobemidone,CYP3A4,substrate,SuperCYP,human,,,,
Ketobemidone,CYP3A4,substrate,SuperCYP,human,,,,
Ketoconazole,CYP1A1,"inhibitor, inducer",DrugBank,Not Specified,DB01026,,,
Ketoconazole,CYP1A2,inhibitor,DrugBank,Not Specified,DB01026,,,
ketoconazole,CYP1A2,Inhibitor,ildcare,Not Specified,,,,
Ketoconazole,CYP11B1,inhibitor,DrugBank,Not Specified,DB01026,,,
Ketoconazole,CYP2A6,inhibitor,DrugBank,Not Specified,DB01026,,,
Ketoconazole,CYP2B6,inhibitor,DrugBank,Not Specified,DB01026,,,
Ketoconazole,CYP2C8,inhibitor,DrugBank,Not Specified,DB01026,,,
Ketoconazole,CYP2C8,inhibitor,KEGG, Not Specified,,,, Weak
Ketoconazole,CYP2C9,inhibitor,DrugBank,Not Specified,DB01026,,,
ketoconazole,CYP2C9,Inhibitor,ildcare,Not Specified,,,,
Ketoconazole,CYP2C19,inhibitor,DrugBank,Not Specified,DB01026,,,
ketoconazole,CYP2C19,inhibitor,Indiana University,Not Specified,,,,
Ketoconazole,CYP2C19,inhibitor,KEGG, Not Specified,,,, Weak
ketoconazole,CYP2C19,Inhibitor,ildcare,Not Specified,,,,
Ketoconazole,CYP2D6,inhibitor,DrugBank,Not Specified,DB01026,,,
Ketoconazole,CYP3A7,inhibitor,DrugBank,Not Specified,DB01026,,,
Ketoconazole,CYP3A5,inhibitor,DrugBank,Not Specified,DB01026,,,
Ketoconazole,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB01026,,,
ketoconazole,CYP3A4,inhibitor,Indiana University,Not Specified,,,,Strong
ketoconazole,CYP3A5,inhibitor,Indiana University,Not Specified,,,,Strong
ketoconazole,CYP3A7,inhibitor,Indiana University,Not Specified,,,,Strong
Ketoconazole,CYP3A,inhibitor,KEGG, Not Specified,,,, Strong
ketoconazole,CYP3A4,substrate,ildcare,Not Specified,,,,
ketoconazole,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Ketoconazole,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB01026,,,
ketoconazole,CYP3A4,inhibitor,Indiana University,Not Specified,,,,Strong
ketoconazole,CYP3A4,substrate,ildcare,Not Specified,,,,
ketoconazole,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Ketoconazole,CYP3A5,inhibitor,DrugBank,Not Specified,DB01026,,,
ketoconazole,CYP3A5,inhibitor,Indiana University,Not Specified,,,,Strong
Ketoconazole,CYP3A7,inhibitor,DrugBank,Not Specified,DB01026,,,
ketoconazole,CYP3A7,inhibitor,Indiana University,Not Specified,,,,Strong
Ketoconazole,CYP11B1,inhibitor,DrugBank,Not Specified,DB01026,,,
Ketoconazole,CYP26A1,inhibitor,DrugBank,Not Specified,DB01026,,,
Ketoconazole,CYP2C8,inhibitor,KEGG, Not Specified,,,, Weak
Ketoconazole,CYP2C19,inhibitor,KEGG, Not Specified,,,, Weak
Ketoconazole,CYP3A,inhibitor,KEGG, Not Specified,,,, Strong
Ketoconazole,CYP1A1,inducer,SuperCYP,human,,,,
Ketoconazole,CYP1A1,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP1A1,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP1A2,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP1A2,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP1B1,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP11B1,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP2A6,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP2A6,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP2B6,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP2C8,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP2C8,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP2C8,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP2C9,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP2C9,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP2C9,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP2C19,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP2C19,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP2D6,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP2D6,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP2E1,inhibitor,SuperCYP,,,,,
Ketoconazole,CYP2F1,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A4,inducer,SuperCYP,,,,,
Ketoconazole,CYP3A4,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A4,substrate,SuperCYP,human,,,,
Ketoconazole,CYP3A4,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A4,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A4,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A5,substrate,SuperCYP,,,,,
Ketoconazole,CYP3A5,inducer,SuperCYP,,,,,
Ketoconazole,CYP3A5,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A5,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A5,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A7,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A4,inducer,SuperCYP,,,,,
Ketoconazole,CYP3A4,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A4,substrate,SuperCYP,human,,,,
Ketoconazole,CYP3A4,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A4,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A4,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A5,substrate,SuperCYP,,,,,
Ketoconazole,CYP3A5,inducer,SuperCYP,,,,,
Ketoconazole,CYP3A5,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A5,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A5,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP3A7,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP4F2,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP11A,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP11B1,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP26A1,inhibitor,SuperCYP,human,,,,
Ketoconazole,CYP51A,inhibitor,SuperCYP,human,,,,
Ketoprofen,CYP2C8,inhibitor,DrugBank,Not Specified,DB01009,,,
Ketoprofen,CYP2C9,"substrate,inhibitor",DrugBank,Not Specified,DB01009,,,
Ketoprofen,SLC22A6,inhibitor,Transporter,,,,,
Ketoprofen,SLC22A8,inhibitor,Transporter,,,,,
Ketoprofen,CYP2C8,inhibitor,SuperCYP,human,,,,
Ketoprofen,CYP2C9,inhibitor,SuperCYP,human,,,,
L-Carnitine,SLCO1B1,inhibitor,Transporter,,,,,
L-Carnitine,SLC01B1,inhibitor,Transporter,,,,,
L-Carnitine,SLC22A8,substrate,Transporter,,,,,
LAAM,CYP3A4,substrate,Indiana University,Not Specified,,,,
LAAM,CYP3A5,substrate,Indiana University,Not Specified,,,,
LAAM,CYP3A7,substrate,Indiana University,Not Specified,,,,
LAAM,CYP3A4,substrate,Indiana University,Not Specified,,,,
LAAM,CYP3A5,substrate,Indiana University,Not Specified,,,,
LAAM,CYP3A7,substrate,Indiana University,Not Specified,,,,
labetalol,CYP2C19,substrate,Indiana University,Not Specified,,,,
Labetalol,CYP2D6,"substrate,inhibitor",DrugBank,Not Specified,DB00598,,,
Labetalol,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
Labetalol,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
